t   IR    R    rIR    rRED    H/B   R   IR(AC)   IR(DC)    R(AC)  R(DC)  IR(RAW)  R(RAW)
48.34 3899.96 11410.33 3912.86 11410.17 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11407 3866
48.38 3902.91 11410.31 3925.11 11410.28 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11406 3866
48.42 3906.67 11410.25 3917.99 11409.06 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11402 3926
48.46 3909.76 11410.03 3939.71 11409.11 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11406 3966
48.51 3914.96 11409.87 3932.51 11409.33 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11415 4007
48.55 3919.08 11409.83 3951.76 11410.68 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11406 3967
48.59 3925.00 11410.00 3949.27 11410.88 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11416 4059
48.63 3930.64 11410.12 3974.49 11410.10 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11412 4073
48.67 3938.64 11410.16 3972.48 11411.01 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11422 4052
48.71 3944.91 11410.33 3973.05 11411.25 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11417 4056
48.75 3948.68 11410.52 3942.31 11411.74 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11420 3744
48.80 3948.08 11410.78 3954.71 11412.62 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11423 4099
48.84 3948.31 11411.15 3933.26 11413.28 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11427 3785
48.88 3946.15 11411.58 3946.58 11414.16 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11425 4091
48.92 3946.11 11412.07 3944.07 11414.36 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11419 3886
48.96 3946.66 11412.52 3964.03 11414.95 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11417 4069
49.00 3949.46 11412.91 3955.39 11413.87 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11405 3785
49.04 3950.90 11413.16 3962.93 11415.29 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11419 3906
49.08 3953.55 11413.56 3972.31 11415.44 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11408 3946
49.13 3956.66 11413.88 3964.62 11414.92 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11398 3785
49.17 3958.23 11413.99 3966.84 11413.17 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11401 3865
49.21 3961.55 11413.88 4004.29 11413.98 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11416 4226
49.25 3969.72 11413.90 4010.60 11414.07 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11405 3947
49.29 3978.11 11413.92 4028.93 11413.92 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11409 4118
49.33 3988.02 11413.93 4040.60 11414.12 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11406 4069
49.37 3998.03 11413.95 4047.24 11413.71 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11411 4059
49.42 4007.76 11413.88 4061.32 11413.13 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11414 4109
49.46 4016.50 11413.80 4036.52 11414.36 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11430 4044
49.50 4019.42 11413.95 4019.84 11415.45 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11413 4133
49.54 4019.10 11414.25 4011.31 11415.95 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11429 4073
49.58 4019.11 11414.57 4042.57 11416.07 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11418 4155
49.62 4024.32 11414.87 4061.76 11416.61 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11426 4100
49.66 4032.10 11415.25 4080.61 11417.77 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11427 4133
49.70 4041.41 11415.76 4088.43 11418.92 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11430 4091
49.75 4050.60 11416.31 4099.72 11418.13 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11419 4127
49.79 4060.01 11416.68 4107.18 11418.84 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11429 4094
49.83 4069.20 11417.12 4117.71 11419.75 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11417 4119
49.87 4078.44 11417.68 4124.08 11421.43 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11430 4093
49.91 4086.91 11418.34 4125.06 11420.78 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11409 4106
49.95 4093.47 11418.77 4114.72 11420.24 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11417 3947
49.99 4097.45 11419.14 4116.08 11422.36 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11430 4129
50.04 4101.21 11419.70 4122.93 11421.73 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11411 4101
50.08 4105.23 11420.13 4123.21 11422.89 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11425 4122
50.12 4108.76 11420.56 4127.85 11421.16 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11410 4141
50.16 4112.25 11420.69 4127.10 11421.53 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11425 4131
50.20 4115.42 11420.90 4136.44 11422.77 51.95 0.17 570.37 1144706.40 1373.12 390318.56 11429 4217
50.24 4119.31 11421.23 4136.69 11422.43 60.09 0.26 570.37 1144706.40 1373.12 390318.56 11430 4170
50.29 4122.68 11421.43 4140.40 11421.92 60.09 0.26 476.72 1143276.40 657.19 405214.53 11415 4142
50.33 4125.76 11421.56 4136.28 11422.86 60.09 0.26 476.72 1143276.40 657.19 405214.53 11424 4122
50.37 4128.23 11421.78 4147.66 11422.36 60.09 0.26 476.72 1143276.40 657.19 405214.53 11416 4236
50.41 4131.80 11421.87 4147.34 11421.98 60.09 0.26 476.72 1143276.40 657.19 405214.53 11418 4145
50.45 4135.11 11421.95 4156.92 11423.30 60.09 0.26 476.72 1143276.40 657.19 405214.53 11428 4203
50.49 4139.02 11422.22 4154.51 11423.79 60.09 0.26 476.72 1143276.40 657.19 405214.53 11432 4148
50.53 4141.93 11422.55 4155.68 11424.67 60.09 0.26 476.72 1143276.40 657.19 405214.53 11427 4164
50.57 4144.14 11422.86 4148.60 11422.96 60.09 0.26 476.72 1143276.40 657.19 405214.53 11419 4108
50.62 4144.96 11422.84 4148.51 11422.11 60.09 0.26 476.72 1143276.40 657.19 405214.53 11418 4105
50.66 4145.31 11422.67 4141.85 11421.25 60.09 0.26 476.72 1143276.40 657.19 405214.53 11428 4095
50.70 4144.71 11422.36 4142.73 11420.31 60.09 0.26 476.72 1143276.40 657.19 405214.53 11422 4110
50.74 4144.53 11421.98 4146.76 11420.32 60.09 0.26 476.72 1143276.40 657.19 405214.53 11427 4100
50.78 4144.88 11421.69 4145.49 11420.56 60.09 0.26 476.72 1143276.40 657.19 405214.53 11423 4114
50.82 4145.48 11421.50 4156.02 11420.94 60.09 0.26 476.72 1143276.40 657.19 405214.53 11433 4128
50.86 4148.02 11421.71 4168.87 11427.88 60.09 0.26 476.72 1143276.40 657.19 405214.53 11457 4190
50.90 4152.14 11423.06 4174.77 11432.54 60.09 0.26 476.72 1143276.40 657.19 405214.53 11451 4118
50.95 4156.17 11425.00 4171.61 11436.66 60.09 0.26 476.72 1143276.40 657.19 405214.53 11449 4169
50.99 4158.36 11427.35 4157.47 11440.95 60.09 0.26 476.72 1143276.40 657.19 405214.53 11454 4029
51.03 4156.92 11429.87 4129.71 11441.20 60.09 0.26 476.72 1143276.40 657.19 405214.53 11429 3946
51.07 4151.96 11431.84 4131.15 11438.59 60.09 0.26 476.72 1143276.40 657.19 405214.53 11427 4160
51.11 4148.16 11433.18 4131.87 11440.61 60.09 0.26 476.72 1143276.40 657.19 405214.53 11453 4125
51.15 4144.31 11434.41 4113.66 11437.53 60.09 0.26 476.72 1143276.40 657.19 405214.53 11405 3947
51.19 4135.59 11434.67 4047.23 11430.75 60.09 0.26 476.72 1143276.40 657.19 405214.53 11399 3764
51.23 4117.10 11433.71 3999.60 11425.56 60.09 0.26 476.72 1143276.40 657.19 405214.53 11402 3825
51.28 4093.27 11431.80 3953.04 11416.93 60.09 0.26 476.72 1143276.40 657.19 405214.53 11383 3764
51.32 4066.20 11429.03 3927.11 11416.25 60.09 0.26 476.72 1143276.40 657.19 405214.53 11419 3845
51.36 4038.84 11426.41 3890.12 11410.57 60.09 0.26 476.72 1143276.40 657.19 405214.53 11402 3704
51.40 4010.02 11423.24 3860.36 11405.35 60.09 0.26 476.72 1143276.40 657.19 405214.53 11385 3724
51.44 3981.21 11419.81 3834.25 11402.46 60.09 0.26 476.72 1143276.40 657.19 405214.53 11402 3704
51.48 3953.55 11416.73 3822.39 11405.09 60.09 0.26 476.72 1143276.40 657.19 405214.53 11422 3724
51.52 3928.65 11414.57 3807.19 11404.91 60.09 0.26 476.72 1143276.40 657.19 405214.53 11406 3704
51.56 3906.09 11412.90 3804.07 11407.34 60.09 0.26 476.72 1143276.40 657.19 405214.53 11422 3724
51.61 3887.50 11411.99 3809.04 11409.74 60.09 0.26 476.72 1143276.40 657.19 405214.53 11419 3744
51.65 3872.80 11411.71 3804.17 11412.71 60.09 0.26 476.72 1143276.40 657.19 405214.53 11423 3764
51.69 3860.03 11411.85 3801.83 11411.89 60.09 0.26 476.72 1143276.40 657.19 405214.53 11398 3744
51.73 3848.59 11411.68 3786.74 11407.95 60.09 0.26 476.72 1143276.40 657.19 405214.53 11385 3703
51.77 3837.07 11410.75 3784.22 11402.74 60.09 0.26 476.72 1143276.40 657.19 405214.53 11372 3764
51.81 3826.87 11409.01 3774.58 11397.00 60.09 0.26 476.72 1143276.40 657.19 405214.53 11373 3724
51.85 3817.13 11406.48 3772.57 11390.24 60.09 0.26 476.72 1143276.40 657.19 405214.53 11351 3764
51.89 3808.39 11403.15 3761.34 11382.95 60.09 0.26 476.72 1143276.40 657.19 405214.53 11350 3704
51.94 3799.73 11399.29 3761.84 11380.05 60.09 0.26 476.72 1143276.40 657.19 405214.53 11371 3764
51.98 3792.40 11395.58 3754.35 11376.63 60.09 0.26 476.72 1143276.40 657.19 405214.53 11363 3703
52.02 3785.55 11391.94 3758.19 11373.53 60.09 0.26 476.72 1143276.40 657.19 405214.53 11366 3784
52.06 3780.19 11388.26 3751.39 11367.30 60.09 0.26 476.72 1143276.40 657.19 405214.53 11345 3703
52.10 3774.80 11384.18 3749.79 11362.68 60.09 0.26 476.72 1143276.40 657.19 405214.53 11352 3724
52.14 3770.04 11380.06 3746.49 11359.51 60.09 0.26 476.72 1143276.40 657.19 405214.53 11346 3704
52.18 3765.92 11376.24 3751.50 11358.92 60.09 0.26 476.72 1143276.40 657.19 405214.53 11364 3744
52.22 3763.10 11372.87 3748.08 11355.05 60.09 0.26 476.72 1143276.40 657.19 405214.53 11339 3724
52.26 3760.38 11369.63 3749.10 11355.99 60.09 0.26 476.72 1143276.40 657.19 405214.53 11360 3744
52.31 3757.99 11367.14 3742.33 11356.56 59.84 0.04 476.72 1143276.40 657.19 405214.53 11368 3704
52.35 3755.10 11365.24 3742.45 11357.72 59.84 0.04 476.72 1143276.40 657.19 405214.53 11357 3724
52.39 3752.68 11363.80 3740.54 11356.65 59.84 0.04 476.72 1143276.40 657.19 405214.53 11353 3704
52.43 3750.54 11362.54 3742.80 11357.79 59.84 0.04 476.72 1143276.40 657.19 405214.53 11357 3724
52.47 3749.02 11361.64 3740.83 11357.36 59.84 0.04 476.72 1143276.40 657.19 405214.53 11347 3704
52.51 3747.45 11360.89 3739.43 11358.17 59.84 0.04 476.72 1143276.40 657.19 405214.53 11355 3724
52.56 3746.16 11360.31 3743.69 11356.51 59.84 0.04 476.72 1143276.40 657.19 405214.53 11348 3723
52.60 3745.71 11359.60 3743.75 11356.21 59.84 0.04 476.72 1143276.40 657.19 405214.53 11345 3744
52.64 3745.60 11358.97 3749.28 11356.22 59.84 0.04 476.72 1143276.40 657.19 405214.53 11343 3744
52.68 3746.15 11358.52 3746.48 11357.37 59.84 0.04 476.72 1143276.40 657.19 405214.53 11367 3744
52.72 3746.18 11358.29 3745.81 11357.02 59.84 0.04 476.72 1143276.40 657.19 405214.53 11347 3724
52.76 3745.92 11357.95 3741.57 11354.80 59.84 0.04 476.72 1143276.40 657.19 405214.53 11342 3724
52.80 3745.24 11357.33 3744.24 11353.98 59.84 0.04 476.72 1143276.40 657.19 405214.53 11342 3784
52.84 3744.95 11356.68 3741.89 11353.36 59.84 0.04 476.72 1143276.40 657.19 405214.53 11363 3703
52.89 3744.85 11356.10 3751.99 11354.03 59.84 0.04 476.72 1143276.40 657.19 405214.53 11364 3805
52.93 3745.99 11355.70 3748.17 11353.52 59.84 0.04 476.72 1143276.40 657.19 405214.53 11358 3703
52.97 3746.44 11355.23 3749.27 11352.07 59.84 0.04 476.72 1143276.40 657.19 405214.53 11362 3744
53.01 3746.82 11354.57 3746.07 11350.39 59.84 0.04 476.72 1143276.40 657.19 405214.53 11347 3704
53.05 3746.73 11353.86 3747.27 11351.83 59.84 0.04 476.72 1143276.40 657.19 405214.53 11366 3724
53.09 3746.96 11353.62 3749.94 11354.62 59.84 0.04 476.72 1143276.40 657.19 405214.53 11367 3704
53.13 3747.53 11353.94 3750.41 11357.58 59.84 0.04 476.72 1143276.40 657.19 405214.53 11374 3724
53.17 3748.58 11354.64 3761.68 11358.27 59.84 0.04 476.72 1143276.40 657.19 405214.53 11356 3724
53.22 3751.28 11355.52 3767.71 11362.75 59.84 0.04 476.72 1143276.40 657.19 405214.53 11379 3765
53.26 3754.95 11356.99 3781.59 11365.74 59.84 0.04 476.72 1143276.40 657.19 405214.53 11369 3764
53.30 3759.89 11358.82 3782.14 11370.42 59.84 0.04 476.72 1143276.40 657.19 405214.53 11388 3784
53.34 3764.77 11361.02 3798.96 11371.83 59.84 0.04 476.72 1143276.40 657.19 405214.53 11366 3784
53.38 3771.05 11363.11 3798.42 11373.92 59.84 0.04 476.72 1143276.40 657.19 405214.53 11380 3825
53.42 3777.09 11365.06 3819.89 11372.96 59.84 0.04 476.72 1143276.40 657.19 405214.53 11358 3784
53.46 3784.60 11366.52 3811.57 11373.11 59.84 0.04 476.72 1143276.40 657.19 405214.53 11378 3805
53.50 3789.73 11367.79 3814.93 11374.23 59.84 0.04 476.72 1143276.40 657.19 405214.53 11370 3906
53.55 3794.02 11368.91 3807.05 11372.79 59.84 0.04 476.72 1143276.40 657.19 405214.53 11378 3764
53.59 3796.23 11369.62 3802.86 11372.58 59.84 0.04 476.72 1143276.40 657.19 405214.53 11375 3785
53.63 3797.10 11370.14 3795.17 11372.10 59.84 0.04 476.72 1143276.40 657.19 405214.53 11371 3724
53.67 3797.04 11370.58 3801.65 11373.72 59.84 0.04 476.72 1143276.40 657.19 405214.53 11383 3906
53.71 3797.46 11371.10 3792.38 11372.56 59.84 0.04 476.72 1143276.40 657.19 405214.53 11370 3724
53.75 3796.26 11371.38 3786.68 11372.75 59.84 0.04 476.72 1143276.40 657.19 405214.53 11384 3724
53.79 3794.19 11371.58 3780.17 11371.59 59.84 0.04 476.72 1143276.40 657.19 405214.53 11369 3724
53.83 3791.54 11371.65 3778.79 11373.16 59.84 0.04 476.72 1143276.40 657.19 405214.53 11386 3744
53.88 3789.55 11371.89 3786.67 11372.33 59.84 0.04 476.72 1143276.40 657.19 405214.53 11365 3744
53.92 3788.73 11371.99 3780.36 11372.62 59.84 0.04 476.72 1143276.40 657.19 405214.53 11372 3744
53.96 3787.28 11372.06 3782.34 11371.66 59.84 0.04 476.72 1143276.40 657.19 405214.53 11359 3724
54.00 3786.13 11371.97 3777.16 11371.30 59.84 0.04 476.72 1143276.40 657.19 405214.53 11366 3765
54.04 3784.95 11371.75 3787.54 11369.35 59.84 0.04 476.72 1143276.40 657.19 405214.53 11344 3765
54.08 3785.14 11371.30 3781.26 11369.12 59.84 0.04 476.72 1143276.40 657.19 405214.53 11370 3764
54.12 3784.79 11370.91 3789.27 11369.35 59.84 0.04 476.72 1143276.40 657.19 405214.53 11359 3804
54.16 3785.39 11370.55 3784.27 11367.76 59.84 0.04 476.72 1143276.40 657.19 405214.53 11369 3744
54.21 3785.66 11370.00 3794.62 11366.95 59.84 0.04 476.72 1143276.40 657.19 405214.53 11364 3906
54.25 3786.96 11369.39 3787.00 11366.10 59.84 0.04 476.72 1143276.40 657.19 405214.53 11362 3764
54.29 3787.51 11368.78 3798.83 11365.89 59.84 0.04 476.72 1143276.40 657.19 405214.53 11365 3926
54.33 3789.11 11368.25 3788.21 11366.15 59.84 0.04 476.72 1143276.40 657.19 405214.53 11372 3724
54.37 3789.10 11367.82 3791.60 11365.13 66.06 0.07 476.72 1143276.40 657.19 405214.53 11357 3825
54.41 3789.05 11367.31 3780.56 11364.92 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11364 3724
54.45 3788.09 11366.83 3793.61 11364.01 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11363 3926
54.50 3788.75 11366.29 3785.87 11363.63 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11371 3724
54.54 3788.12 11365.84 3783.61 11364.39 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11370 3764
54.58 3786.92 11365.51 3775.77 11363.14 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11364 3704
54.62 3784.75 11365.10 3773.34 11363.81 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11369 3744
54.66 3782.55 11364.82 3771.25 11362.75 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11354 3724
54.70 3780.73 11364.50 3776.96 11364.18 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11375 3744
54.74 3779.91 11364.42 3774.19 11363.68 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11362 3724
54.79 3778.66 11364.28 3770.05 11363.65 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11364 3724
54.83 3777.25 11364.01 3773.99 11360.26 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11343 3724
54.87 3776.56 11363.30 3771.89 11359.95 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11361 3744
54.91 3776.04 11362.64 3779.28 11358.89 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11343 3744
54.95 3776.68 11361.97 3780.17 11359.39 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11362 3765
54.99 3777.94 11361.47 3793.58 11358.86 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11349 3765
55.03 3780.50 11360.97 3786.46 11358.47 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11363 3785
55.07 3782.44 11360.56 3804.67 11359.73 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11358 3825
55.12 3786.29 11360.41 3799.24 11359.76 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11358 3805
55.16 3788.56 11360.32 3796.65 11360.43 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11359 3805
55.20 3789.76 11360.32 3790.44 11360.02 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11363 3764
55.24 3790.15 11360.29 3796.02 11360.53 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11358 3906
55.28 3790.77 11360.23 3786.14 11358.22 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11355 3744
55.32 3790.10 11359.86 3790.03 11358.29 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11360 3845
55.36 3789.76 11359.64 3782.97 11359.85 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11376 3724
55.41 3788.91 11359.68 3791.67 11359.91 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11363 3905
55.45 3789.08 11359.73 3784.30 11359.96 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11363 3724
55.49 3787.92 11359.78 3778.24 11360.25 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11362 3724
55.53 3785.82 11359.81 3771.43 11359.04 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11360 3704
55.57 3783.01 11359.68 3768.11 11359.21 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11359 3744
55.61 3780.29 11359.53 3768.82 11358.00 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11359 3724
55.65 3778.21 11359.27 3769.50 11358.35 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11357 3744
55.70 3776.70 11359.02 3771.74 11356.80 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11354 3724
55.74 3775.96 11358.66 3775.56 11357.90 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11364 3744
55.78 3776.11 11358.35 3780.26 11354.13 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11339 3724
55.82 3776.65 11357.65 3775.37 11355.78 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11360 3764
55.86 3776.56 11357.31 3778.70 11355.92 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11348 3764
55.90 3776.83 11357.03 3776.00 11355.52 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11350 3765
55.94 3776.82 11356.73 3779.01 11355.11 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11342 3744
55.98 3776.83 11356.47 3770.56 11355.85 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11359 3744
56.03 3775.72 11356.35 3771.50 11355.70 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11347 3785
56.07 3774.61 11356.26 3764.28 11356.42 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11360 3724
56.11 3772.91 11356.23 3768.72 11355.17 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11356 3845
56.15 3772.20 11356.00 3770.13 11354.31 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11362 3805
56.19 3772.51 11355.72 3785.05 11355.00 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11357 3906
56.23 3774.54 11355.51 3778.94 11353.44 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11361 3724
56.27 3776.25 11355.20 3798.40 11354.99 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11363 3987
56.32 3779.86 11355.18 3788.07 11355.43 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11363 3744
56.36 3781.63 11355.27 3793.59 11356.30 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11361 3865
56.40 3783.57 11355.46 3787.86 11356.44 66.06 0.07 253.37 1138929.50 1262.96 388665.84 11357 3744
56.44 3784.44 11355.62 3789.63 11355.93 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11350 3845
56.48 3785.17 11355.64 3784.56 11355.13 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11364 3744
56.52 3784.97 11355.60 3782.75 11356.36 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11364 3785
56.57 3784.20 11355.79 3774.98 11357.47 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11366 3703
56.61 3782.22 11356.10 3768.89 11357.50 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11360 3724
56.65 3779.44 11356.26 3761.96 11355.35 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11349 3704
56.69 3776.13 11356.10 3760.04 11355.52 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11361 3704
56.73 3773.10 11355.99 3758.68 11355.43 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11356 3724
56.77 3770.90 11355.92 3768.67 11356.20 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11359 3744
56.81 3770.68 11355.83 3772.87 11353.17 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11327 3724
56.85 3771.17 11355.40 3774.68 11354.52 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11356 3744
56.90 3772.05 11355.17 3779.74 11352.93 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11331 3744
56.94 3773.44 11354.75 3779.05 11352.98 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11357 3805
56.98 3775.33 11354.44 3797.79 11353.19 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11347 3764
57.02 3779.20 11354.24 3791.87 11353.93 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11358 3805
57.06 3781.73 11354.18 3795.96 11353.78 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11347 3785
57.10 3784.10 11354.13 3790.39 11354.39 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11357 3805
57.14 3785.40 11354.14 3793.48 11353.52 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11337 3845
57.19 3786.65 11354.00 3788.28 11352.95 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11360 3804
57.23 3787.13 11353.83 3792.06 11353.50 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11353 3866
57.27 3788.08 11353.75 3792.92 11353.05 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11363 3825
57.31 3789.55 11353.70 3805.52 11354.90 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11368 3926
57.35 3791.94 11353.89 3793.52 11354.15 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11359 3704
57.39 3792.06 11353.96 3789.80 11354.70 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11358 3764
57.43 3791.33 11354.03 3782.90 11353.16 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11348 3744
57.47 3791.11 11353.85 3812.00 11352.90 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11357 4054
57.52 3794.52 11353.73 3802.37 11354.10 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11363 3704
57.56 3795.79 11353.90 3798.57 11356.35 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11374 3744
57.60 3796.07 11354.34 3793.49 11356.15 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11352 3724
57.64 3795.40 11354.66 3789.38 11355.84 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11364 3724
57.68 3794.58 11354.88 3795.63 11355.77 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11355 3765
57.72 3795.16 11355.23 3804.00 11359.79 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11376 3744
57.76 3796.85 11355.99 3805.18 11357.99 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11329 3724
57.81 3798.70 11356.26 3812.04 11355.88 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11344 3765
57.85 3801.42 11356.20 3817.60 11356.13 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11343 3784
57.89 3803.94 11356.21 3807.52 11356.54 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11355 3765
57.93 3804.74 11356.33 3810.64 11357.85 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11353 3805
57.97 3805.81 11356.50 3810.18 11355.60 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11355 3866
58.01 3806.57 11356.33 3809.30 11355.50 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11348 3825
58.05 3806.69 11356.14 3800.89 11354.63 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11349 3784
58.10 3805.49 11355.79 3797.98 11353.20 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11340 3805
58.14 3803.72 11355.28 3789.73 11352.55 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11355 3764
58.18 3801.49 11354.77 3797.24 11352.33 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11349 3906
58.22 3800.24 11354.27 3787.12 11351.25 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11349 3744
58.26 3798.37 11353.76 3799.13 11352.36 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11359 3946
58.30 3798.02 11353.49 3788.45 11352.01 58.46 0.18 253.37 1138929.50 1262.96 388665.84 11351 3724
