t   IR    R    rIR    rRED    H/B   R   IR(AC)   IR(DC)    R(AC)  R(DC)  IR(RAW)  R(RAW)
76.70 3568.55 10828.26 3567.09 10828.74 66.27 0.27 18.61 1083405.10 22.83 356443.88 10832 3560
76.74 3568.22 10828.36 3565.73 10828.87 66.27 0.27 18.61 1083405.10 22.83 356443.88 10828 3541
76.78 3567.61 10828.44 3562.53 10828.66 66.27 0.27 18.61 1083405.10 22.83 356443.88 10824 3520
76.83 3566.74 10828.39 3563.94 10826.65 66.27 0.27 18.61 1083405.10 22.83 356443.88 10828 3560
76.87 3566.10 10828.11 3561.28 10827.48 66.27 0.27 18.61 1083405.10 22.83 356443.88 10832 3540
76.91 3565.37 10828.03 3564.83 10828.22 66.27 0.27 18.61 1083405.10 22.83 356443.88 10829 3561
76.95 3565.15 10828.08 3562.21 10828.67 60.46 0.16 18.61 1083405.10 22.83 356443.88 10832 3561
76.99 3564.67 10828.21 3563.58 10829.00 60.46 0.16 18.61 1083405.10 22.83 356443.88 10829 3541
77.03 3564.52 10828.37 3564.70 10829.39 60.46 0.16 18.61 1083405.10 22.83 356443.88 10832 3560
77.07 3564.61 10828.57 3565.80 10829.68 60.46 0.16 18.61 1083405.10 22.83 356443.88 10829 3561
77.12 3564.77 10828.78 3564.59 10829.84 60.46 0.16 18.61 1083405.10 22.83 356443.88 10831 3540
77.16 3564.79 10828.99 3565.70 10830.04 60.46 0.16 18.61 1083405.10 22.83 356443.88 10829 3561
77.20 3565.09 10829.16 3568.51 10829.55 60.46 0.16 18.61 1083405.10 22.83 356443.88 10827 3580
77.24 3565.47 10829.26 3563.19 10830.21 60.46 0.16 18.61 1083405.10 22.83 356443.88 10833 3541
77.28 3565.03 10829.42 3562.68 10829.89 60.46 0.16 18.61 1083405.10 22.83 356443.88 10829 3560
77.32 3564.58 10829.42 3562.36 10827.94 60.46 0.16 18.61 1083405.10 22.83 356443.88 10822 3561
77.36 3564.14 10829.13 3561.80 10827.59 60.46 0.16 18.61 1083405.10 22.83 356443.88 10828 3540
77.40 3563.87 10828.88 3565.25 10828.34 60.46 0.16 18.61 1083405.10 22.83 356443.88 10832 3561
77.44 3564.17 10828.75 3566.24 10827.83 60.46 0.16 18.61 1083405.10 22.83 356443.88 10829 3561
77.48 3564.49 10828.61 3564.85 10828.36 60.46 0.16 18.61 1083405.10 22.83 356443.88 10833 3540
77.53 3564.51 10828.53 3563.82 10827.65 60.46 0.16 18.61 1083405.10 22.83 356443.88 10818 3540
77.57 3564.17 10828.35 3559.19 10827.29 60.46 0.16 18.61 1083405.10 22.83 356443.88 10830 3520
77.61 3563.17 10828.18 3557.54 10827.89 60.46 0.16 18.61 1083405.10 22.83 356443.88 10830 3560
77.65 3562.33 10828.09 3561.80 10827.11 60.46 0.16 18.61 1083405.10 22.83 356443.88 10820 3561
77.69 3562.12 10827.92 3559.46 10827.27 60.46 0.16 18.61 1083405.10 22.83 356443.88 10827 3540
77.73 3561.55 10827.82 3557.65 10827.69 60.46 0.16 18.61 1083405.10 22.83 356443.88 10829 3540
77.77 3560.76 10827.74 3556.10 10826.51 60.46 0.16 18.61 1083405.10 22.83 356443.88 10821 3540
77.81 3560.02 10827.53 3558.83 10826.97 60.46 0.16 18.61 1083405.10 22.83 356443.88 10828 3561
77.85 3559.82 10827.46 3559.24 10827.64 60.46 0.16 18.61 1083405.10 22.83 356443.88 10831 3561
77.90 3559.81 10827.49 3561.37 10827.61 60.46 0.16 18.61 1083405.10 22.83 356443.88 10827 3561
77.94 3560.08 10827.54 3560.91 10828.08 60.46 0.16 18.61 1083405.10 22.83 356443.88 10832 3540
77.98 3560.41 10827.63 3564.73 10828.06 60.46 0.16 18.61 1083405.10 22.83 356443.88 10827 3581
78.02 3561.08 10827.68 3561.92 10827.45 60.46 0.16 18.61 1083405.10 22.83 356443.88 10822 3540
78.06 3561.21 10827.64 3561.55 10827.53 60.46 0.16 18.61 1083405.10 22.83 356443.88 10826 3541
78.10 3561.26 10827.63 3561.14 10827.63 60.46 0.16 18.61 1083405.10 22.83 356443.88 10829 3540
78.14 3561.15 10827.65 3559.23 10828.07 60.46 0.16 18.61 1083405.10 22.83 356443.88 10829 3561
78.18 3560.97 10827.72 3563.06 10827.97 60.46 0.16 18.61 1083405.10 22.83 356443.88 10828 3560
78.22 3561.34 10827.78 3562.67 10828.25 60.46 0.16 18.61 1083405.10 22.83 356443.88 10829 3561
78.26 3561.56 10827.85 3562.05 10827.92 60.46 0.16 18.61 1083405.10 22.83 356443.88 10827 3540
78.31 3561.64 10827.76 3561.85 10825.62 60.46 0.16 18.61 1083405.10 22.83 356443.88 10803 3561
78.35 3561.83 10827.36 3565.19 10825.62 60.46 0.16 18.61 1083405.10 22.83 356443.88 10828 3560
78.39 3562.31 10827.07 3562.09 10826.26 60.46 0.16 18.61 1083405.10 22.83 356443.88 10829 3520
78.43 3562.25 10826.93 3561.59 10826.48 60.46 0.16 18.61 1083405.10 22.83 356443.88 10826 3540
78.47 3562.11 10826.83 3561.18 10826.16 60.46 0.16 18.61 1083405.10 22.83 356443.88 10821 3540
78.51 3562.02 10826.73 3562.94 10826.58 60.46 0.16 18.61 1083405.10 22.83 356443.88 10826 3561
78.55 3562.16 10826.71 3562.27 10826.86 60.46 0.16 18.61 1083405.10 22.83 356443.88 10829 3540
78.59 3562.17 10826.71 3562.03 10826.34 60.46 0.16 18.61 1083405.10 22.83 356443.88 10827 3561
78.63 3562.12 10826.65 3561.54 10826.38 60.46 0.16 18.61 1083405.10 22.83 356443.88 10827 3540
78.68 3562.09 10826.60 3563.23 10826.41 60.46 0.16 18.61 1083405.10 22.83 356443.88 10827 3561
78.72 3562.27 10826.52 3562.51 10825.52 60.46 0.16 18.61 1083405.10 22.83 356443.88 10826 3540
78.76 3562.29 10826.37 3562.02 10826.17 60.46 0.16 18.61 1083405.10 22.83 356443.88 10828 3541
78.80 3562.31 10826.27 3563.53 10824.94 60.46 0.16 18.61 1083405.10 22.83 356443.88 10814 3560
78.84 3562.59 10826.06 3564.85 10825.70 60.46 0.16 18.61 1083405.10 22.83 356443.88 10828 3561
78.88 3562.96 10825.98 3563.82 10825.45 60.46 0.16 18.61 1083405.10 22.83 356443.88 10823 3540
78.92 3563.09 10825.92 3563.19 10826.13 60.46 0.16 18.61 1083405.10 22.83 356443.88 10829 3561
78.96 3563.27 10825.91 3566.57 10825.19 60.46 0.16 18.61 1083405.10 22.83 356443.88 10816 3581
79.01 3563.74 10825.80 3563.53 10825.65 67.54 0.22 18.61 1083405.10 22.83 356443.88 10829 3560
79.05 3563.83 10825.78 3566.35 10825.79 67.54 0.22 26.93 1082913.50 40.56 356650.06 10825 3540
79.09 3564.41 10825.79 3568.93 10826.11 67.54 0.22 26.93 1082913.50 40.56 356650.06 10827 3561
79.13 3565.33 10825.85 3570.82 10826.07 67.54 0.22 26.93 1082913.50 40.56 356650.06 10824 3541
79.17 3566.25 10825.86 3568.77 10825.45 67.54 0.22 26.93 1082913.50 40.56 356650.06 10828 3560
79.21 3566.65 10825.76 3567.29 10824.91 67.54 0.22 26.93 1082913.50 40.56 356650.06 10825 3561
79.25 3566.70 10825.58 3565.80 10824.33 67.54 0.22 26.93 1082913.50 40.56 356650.06 10819 3540
79.29 3566.57 10825.29 3566.58 10823.21 67.54 0.22 26.93 1082913.50 40.56 356650.06 10817 3560
79.33 3566.51 10824.94 3565.33 10823.84 67.54 0.22 26.93 1082913.50 40.56 356650.06 10827 3560
79.38 3566.07 10824.77 3560.52 10824.63 67.54 0.22 26.93 1082913.50 40.56 356650.06 10828 3540
79.42 3565.13 10824.71 3562.31 10823.90 67.54 0.22 26.93 1082913.50 40.56 356650.06 10817 3560
79.46 3564.59 10824.60 3561.87 10824.68 67.54 0.22 26.93 1082913.50 40.56 356650.06 10828 3560
79.50 3564.16 10824.62 3563.51 10824.82 67.54 0.22 26.93 1082913.50 40.56 356650.06 10824 3561
79.54 3564.01 10824.63 3562.84 10824.23 67.54 0.22 26.93 1082913.50 40.56 356650.06 10826 3560
79.58 3563.68 10824.57 3560.30 10824.65 67.54 0.22 26.93 1082913.50 40.56 356650.06 10825 3540
79.62 3563.13 10824.60 3561.93 10824.99 67.54 0.22 26.93 1082913.50 40.56 356650.06 10826 3540
79.66 3562.63 10824.68 3555.77 10825.08 67.54 0.22 26.93 1082913.50 40.56 356650.06 10825 3520
79.70 3561.39 10824.76 3556.37 10825.27 67.54 0.22 26.93 1082913.50 40.56 356650.06 10827 3540
79.74 3560.31 10824.76 3553.06 10823.17 67.54 0.22 26.93 1082913.50 40.56 356650.06 10809 3520
79.79 3559.03 10824.40 3554.27 10821.69 67.54 0.22 26.93 1082913.50 40.56 356650.06 10814 3540
79.83 3558.01 10823.94 3551.36 10822.70 67.54 0.22 26.93 1082913.50 40.56 356650.06 10827 3520
79.87 3556.86 10823.73 3553.00 10823.05 67.54 0.22 26.93 1082913.50 40.56 356650.06 10825 3560
79.91 3556.12 10823.64 3552.33 10823.81 67.54 0.22 26.93 1082913.50 40.56 356650.06 10828 3540
79.95 3555.57 10823.67 3555.59 10823.75 67.54 0.22 26.93 1082913.50 40.56 356650.06 10824 3560
79.99 3555.44 10823.67 3552.62 10823.37 67.54 0.22 26.93 1082913.50 40.56 356650.06 10826 3540
80.03 3554.81 10823.57 3550.23 10822.58 67.54 0.22 26.93 1082913.50 40.56 356650.06 10823 3540
80.07 3553.77 10823.42 3546.18 10823.14 67.54 0.22 26.93 1082913.50 40.56 356650.06 10826 3519
80.11 3552.40 10823.38 3546.81 10823.38 67.54 0.22 26.93 1082913.50 40.56 356650.06 10823 3540
80.16 3551.48 10823.35 3549.11 10822.90 67.54 0.22 26.93 1082913.50 40.56 356650.06 10818 3540
80.20 3550.96 10823.24 3547.27 10822.19 67.54 0.22 26.93 1082913.50 40.56 356650.06 10813 3520
80.24 3550.28 10823.04 3547.39 10822.14 67.54 0.22 26.93 1082913.50 40.56 356650.06 10821 3519
80.28 3549.94 10822.87 3551.59 10822.13 67.54 0.22 26.93 1082913.50 40.56 356650.06 10824 3560
80.32 3550.14 10822.68 3549.38 10820.89 67.54 0.22 26.93 1082913.50 40.56 356650.06 10817 3540
80.36 3550.01 10822.37 3549.60 10821.30 67.54 0.22 26.93 1082913.50 40.56 356650.06 10824 3560
80.40 3550.11 10822.19 3553.27 10821.71 67.54 0.22 26.93 1082913.50 40.56 356650.06 10823 3540
80.44 3550.66 10822.09 3552.55 10821.53 67.54 0.22 26.93 1082913.50 40.56 356650.06 10816 3540
80.48 3551.07 10821.97 3553.96 10821.08 67.54 0.22 26.93 1082913.50 40.56 356650.06 10823 3560
80.52 3551.56 10821.84 3553.11 10821.93 67.54 0.22 26.93 1082913.50 40.56 356650.06 10826 3540
80.57 3551.90 10821.83 3554.31 10821.31 67.54 0.22 26.93 1082913.50 40.56 356650.06 10813 3540
80.61 3552.30 10821.69 3553.19 10820.30 67.54 0.22 26.93 1082913.50 40.56 356650.06 10816 3520
80.65 3552.52 10821.47 3554.37 10821.17 67.54 0.22 26.93 1082913.50 40.56 356650.06 10823 3540
80.69 3552.82 10821.45 3553.44 10822.00 67.54 0.22 26.93 1082913.50 40.56 356650.06 10826 3540
80.73 3553.08 10821.52 3556.58 10821.27 67.54 0.22 26.93 1082913.50 40.56 356650.06 10812 3560
80.77 3553.58 10821.49 3553.43 10821.70 67.54 0.22 26.93 1082913.50 40.56 356650.06 10824 3540
80.81 3553.51 10821.57 3552.68 10822.59 67.54 0.22 26.93 1082913.50 40.56 356650.06 10825 3540
80.85 3553.50 10821.72 3555.76 10821.86 67.54 0.22 26.93 1082913.50 40.56 356650.06 10823 3540
80.89 3553.77 10821.78 3552.56 10822.46 67.54 0.22 26.93 1082913.50 40.56 356650.06 10825 3520
80.94 3553.70 10821.90 3555.87 10822.46 67.54 0.22 26.93 1082913.50 40.56 356650.06 10822 3560
80.98 3554.31 10822.02 3560.34 10822.75 67.54 0.22 26.93 1082913.50 40.56 356650.06 10824 3560
81.02 3555.67 10822.15 3565.77 10822.70 67.54 0.22 26.93 1082913.50 40.56 356650.06 10822 3560
81.06 3557.31 10822.24 3560.87 10822.54 57.89 0.22 26.93 1082913.50 40.56 356650.06 10820 3540
81.10 3558.14 10822.28 3564.60 10822.09 57.89 0.22 26.93 1082913.50 40.56 356650.06 10823 3580
81.14 3559.20 10822.27 3561.72 10822.74 57.89 0.22 26.93 1082913.50 40.56 356650.06 10826 3540
81.18 3559.65 10822.36 3561.58 10822.69 57.89 0.22 26.93 1082913.50 40.56 356650.06 10822 3561
81.22 3560.08 10822.42 3563.08 10822.75 57.89 0.22 26.93 1082913.50 40.56 356650.06 10823 3560
81.27 3560.60 10822.47 3562.39 10822.45 57.89 0.22 26.93 1082913.50 40.56 356650.06 10815 3540
81.31 3560.81 10822.49 3559.73 10823.03 57.89 0.22 26.93 1082913.50 40.56 356650.06 10826 3520
81.35 3560.62 10822.60 3559.87 10823.20 57.89 0.22 26.93 1082913.50 40.56 356650.06 10823 3560
81.39 3560.48 10822.60 3559.79 10820.83 57.89 0.22 26.93 1082913.50 40.56 356650.06 10815 3540
81.43 3560.26 10822.30 3557.93 10821.44 57.89 0.22 26.93 1082913.50 40.56 356650.06 10824 3541
81.47 3559.84 10822.11 3558.21 10820.74 57.89 0.22 26.93 1082913.50 40.56 356650.06 10823 3540
81.51 3559.47 10821.90 3556.55 10821.74 57.89 0.22 26.93 1082913.50 40.56 356650.06 10826 3540
81.55 3559.05 10821.84 3559.10 10821.07 57.89 0.22 26.93 1082913.50 40.56 356650.06 10822 3560
81.59 3558.89 10821.66 3555.47 10820.22 57.89 0.22 26.93 1082913.50 40.56 356650.06 10809 3540
81.64 3558.29 10821.38 3556.22 10819.83 57.89 0.22 26.93 1082913.50 40.56 356650.06 10821 3540
81.68 3557.84 10821.12 3554.74 10820.53 57.89 0.22 26.93 1082913.50 40.56 356650.06 10824 3520
81.72 3557.31 10821.03 3555.74 10820.89 57.89 0.22 26.93 1082913.50 40.56 356650.06 10821 3560
81.76 3556.96 10821.02 3554.25 10821.21 57.89 0.22 26.93 1082913.50 40.56 356650.06 10824 3519
81.80 3556.24 10821.06 3549.54 10821.44 57.89 0.22 26.93 1082913.50 40.56 356650.06 10821 3520
81.84 3554.99 10821.14 3549.33 10821.55 57.89 0.22 26.93 1082913.50 40.56 356650.06 10823 3520
81.88 3553.87 10821.15 3547.55 10820.20 57.89 0.22 26.93 1082913.50 40.56 356650.06 10822 3540
81.92 3552.81 10820.99 3549.92 10820.45 57.89 0.22 26.93 1082913.50 40.56 356650.06 10822 3560
81.96 3552.18 10820.91 3547.83 10821.02 57.89 0.22 26.93 1082913.50 40.56 356650.06 10823 3520
82.00 3551.40 10820.90 3548.35 10820.26 57.89 0.22 26.93 1082913.50 40.56 356650.06 10817 3560
82.05 3550.67 10820.81 3544.76 10820.88 57.89 0.22 26.93 1082913.50 40.56 356650.06 10824 3520
82.09 3549.80 10820.81 3549.55 10820.69 57.89 0.22 26.93 1082913.50 40.56 356650.06 10818 3560
82.13 3549.58 10820.77 3545.73 10820.34 57.89 0.22 26.93 1082913.50 40.56 356650.06 10816 3520
82.17 3548.81 10820.69 3544.44 10820.36 57.89 0.22 26.93 1082913.50 40.56 356650.06 10819 3520
82.21 3548.05 10820.64 3545.40 10820.68 57.89 0.22 26.93 1082913.50 40.56 356650.06 10823 3540
82.25 3547.59 10820.66 3546.17 10820.92 57.89 0.22 26.93 1082913.50 40.56 356650.06 10821 3540
82.29 3547.44 10820.71 3548.40 10820.94 57.89 0.22 26.93 1082913.50 40.56 356650.06 10822 3520
82.33 3547.45 10820.77 3544.80 10821.32 57.89 0.22 26.93 1082913.50 40.56 356650.06 10822 3520
82.37 3546.82 10820.76 3541.79 10818.97 57.89 0.22 26.93 1082913.50 40.56 356650.06 10799 3519
82.42 3545.87 10820.44 3541.25 10819.18 57.89 0.22 26.93 1082913.50 40.56 356650.06 10821 3520
82.46 3544.91 10820.22 3538.91 10819.34 57.89 0.22 26.93 1082913.50 40.56 356650.06 10821 3519
82.50 3543.90 10820.07 3541.03 10819.75 57.89 0.22 26.93 1082913.50 40.56 356650.06 10821 3560
82.54 3543.35 10819.96 3540.53 10818.52 57.89 0.22 26.93 1082913.50 40.56 356650.06 10809 3519
82.58 3542.72 10819.71 3538.13 10818.99 57.89 0.22 26.93 1082913.50 40.56 356650.06 10821 3499
82.62 3541.88 10819.55 3538.29 10818.38 57.89 0.22 26.93 1082913.50 40.56 356650.06 10812 3520
82.66 3541.12 10819.32 3536.31 10818.07 57.89 0.22 26.93 1082913.50 40.56 356650.06 10821 3499
82.70 3540.25 10819.06 3536.71 10817.42 57.89 0.22 26.93 1082913.50 40.56 356650.06 10818 3519
82.74 3539.62 10818.78 3537.04 10817.92 57.89 0.22 26.93 1082913.50 40.56 356650.06 10821 3519
82.78 3539.07 10818.59 3535.50 10817.30 57.89 0.22 26.93 1082913.50 40.56 356650.06 10817 3519
82.83 3538.35 10818.33 3534.16 10816.83 57.89 0.22 26.93 1082913.50 40.56 356650.06 10812 3519
82.87 3537.53 10818.00 3533.08 10815.61 57.89 0.22 26.93 1082913.50 40.56 356650.06 10809 3519
82.91 3536.77 10817.54 3534.40 10815.27 57.89 0.22 26.93 1082913.50 40.56 356650.06 10819 3540
82.95 3536.47 10817.16 3537.46 10816.16 57.89 0.22 26.93 1082913.50 40.56 356650.06 10819 3560
82.99 3536.66 10816.98 3537.64 10816.22 57.89 0.22 26.93 1082913.50 40.56 356650.06 10817 3519
83.03 3536.77 10816.87 3536.09 10816.94 57.89 0.22 26.93 1082913.50 40.56 356650.06 10820 3520
83.07 3536.67 10816.88 3536.63 10816.93 57.89 0.22 26.93 1082913.50 40.56 356650.06 10815 3520
83.12 3536.51 10816.83 3533.38 10815.48 63.32 0.09 26.93 1082913.50 40.56 356650.06 10805 3520
83.16 3536.08 10816.56 3536.44 10815.05 63.32 0.09 39.17 1082203.10 142.44 355378.38 10818 3540
83.20 3536.08 10816.32 3535.03 10815.99 63.32 0.09 39.17 1082203.10 142.44 355378.38 10820 3520
83.24 3535.93 10816.24 3535.97 10815.47 63.32 0.09 39.17 1082203.10 142.44 355378.38 10809 3540
83.28 3535.88 10816.10 3534.74 10815.43 63.32 0.09 39.17 1082203.10 142.44 355378.38 10820 3520
83.32 3535.70 10815.96 3535.54 10815.20 63.32 0.09 39.17 1082203.10 142.44 355378.38 10809 3520
83.36 3535.61 10815.86 3534.19 10816.03 63.32 0.09 39.17 1082203.10 142.44 355378.38 10821 3519
83.40 3535.31 10815.88 3533.30 10815.67 63.32 0.09 39.17 1082203.10 142.44 355378.38 10816 3520
83.44 3535.07 10815.86 3536.07 10816.22 63.32 0.09 39.17 1082203.10 142.44 355378.38 10820 3519
83.49 3535.27 10815.91 3536.52 10815.93 63.32 0.09 39.17 1082203.10 142.44 355378.38 10818 3519
83.53 3535.60 10815.93 3538.68 10816.32 63.32 0.09 39.17 1082203.10 142.44 355378.38 10818 3519
83.57 3536.25 10816.03 3540.43 10816.92 63.32 0.09 39.17 1082203.10 142.44 355378.38 10819 3519
83.61 3537.00 10816.19 3540.05 10816.82 63.32 0.09 39.17 1082203.10 142.44 355378.38 10815 3519
83.65 3537.56 10816.25 3540.04 10815.63 63.32 0.09 39.17 1082203.10 142.44 355378.38 10820 3540
83.69 3538.19 10816.14 3543.63 10815.80 63.32 0.09 39.17 1082203.10 142.44 355378.38 10817 3540
83.73 3539.24 10816.00 3544.74 10814.01 63.32 0.09 39.17 1082203.10 142.44 355378.38 10804 3540
83.77 3540.21 10815.62 3543.64 10813.75 63.32 0.09 39.17 1082203.10 142.44 355378.38 10816 3520
83.81 3540.71 10815.31 3540.76 10814.66 63.32 0.09 39.17 1082203.10 142.44 355378.38 10819 3519
83.86 3540.70 10815.20 3540.41 10814.81 63.32 0.09 39.17 1082203.10 142.44 355378.38 10815 3520
83.90 3540.63 10815.08 3540.03 10813.81 63.32 0.09 39.17 1082203.10 142.44 355378.38 10810 3519
83.94 3540.51 10814.87 3539.83 10814.40 63.32 0.09 39.17 1082203.10 142.44 355378.38 10815 3520
83.98 3540.38 10814.81 3539.77 10814.99 63.32 0.09 39.17 1082203.10 142.44 355378.38 10818 3540
84.02 3540.26 10814.86 3539.61 10815.26 63.32 0.09 39.17 1082203.10 142.44 355378.38 10815 3520
84.06 3540.23 10814.94 3541.49 10815.50 63.32 0.09 39.17 1082203.10 142.44 355378.38 10817 3540
84.10 3540.35 10815.07 3539.10 10815.97 63.32 0.09 39.17 1082203.10 142.44 355378.38 10817 3519
84.14 3540.05 10815.23 3537.47 10815.89 63.32 0.09 39.17 1082203.10 142.44 355378.38 10817 3540
84.18 3539.78 10815.37 3541.95 10816.38 63.32 0.09 39.17 1082203.10 142.44 355378.38 10818 3580
84.23 3540.06 10815.51 3539.48 10815.41 63.32 0.09 39.17 1082203.10 142.44 355378.38 10816 3519
84.27 3539.96 10815.48 3539.58 10815.00 63.32 0.09 39.17 1082203.10 142.44 355378.38 10809 3540
84.31 3539.80 10815.36 3537.56 10814.29 63.32 0.09 39.17 1082203.10 142.44 355378.38 10807 3519
84.35 3539.40 10815.19 3537.82 10815.00 63.32 0.09 39.17 1082203.10 142.44 355378.38 10819 3520
84.39 3539.21 10815.12 3540.04 10814.28 63.32 0.09 39.17 1082203.10 142.44 355378.38 10806 3540
84.43 3539.35 10814.96 3539.73 10814.19 63.32 0.09 39.17 1082203.10 142.44 355378.38 10819 3519
84.47 3539.33 10814.83 3537.78 10814.31 63.32 0.09 39.17 1082203.10 142.44 355378.38 10812 3520
84.51 3538.97 10814.75 3536.20 10814.83 63.32 0.09 39.17 1082203.10 142.44 355378.38 10818 3520
84.56 3538.40 10814.75 3534.92 10814.41 63.32 0.09 39.17 1082203.10 142.44 355378.38 10815 3520
84.60 3537.79 10814.71 3535.59 10814.92 63.32 0.09 39.17 1082203.10 142.44 355378.38 10818 3519
84.64 3537.41 10814.73 3536.23 10814.48 63.32 0.09 39.17 1082203.10 142.44 355378.38 10806 3520
84.68 3537.31 10814.66 3538.74 10814.06 63.32 0.09 39.17 1082203.10 142.44 355378.38 10817 3540
84.72 3537.75 10814.55 3542.58 10814.01 63.32 0.09 39.17 1082203.10 142.44 355378.38 10810 3540
84.76 3538.62 10814.42 3542.09 10813.41 63.32 0.09 39.17 1082203.10 142.44 355378.38 10808 3540
84.80 3539.15 10814.27 3539.69 10814.28 63.32 0.09 39.17 1082203.10 142.44 355378.38 10818 3520
84.84 3539.16 10814.29 3537.75 10814.60 63.32 0.09 39.17 1082203.10 142.44 355378.38 10816 3520
84.88 3538.91 10814.33 3537.98 10814.25 63.32 0.09 39.17 1082203.10 142.44 355378.38 10808 3520
84.93 3538.84 10814.31 3540.16 10814.22 63.32 0.09 39.17 1082203.10 142.44 355378.38 10816 3540
84.97 3538.98 10814.33 3537.83 10814.86 63.32 0.09 39.17 1082203.10 142.44 355378.38 10819 3499
85.01 3538.69 10814.41 3536.24 10814.65 63.32 0.09 39.17 1082203.10 142.44 355378.38 10810 3520
85.05 3538.26 10814.48 3536.76 10815.20 63.32 0.09 39.17 1082203.10 142.44 355378.38 10818 3520
85.09 3538.00 10814.63 3537.17 10815.43 63.32 0.09 39.17 1082203.10 142.44 355378.38 10815 3520
85.13 3538.04 10814.78 3541.31 10815.65 63.32 0.09 39.17 1082203.10 142.44 355378.38 10818 3540
85.17 3538.46 10814.94 3537.26 10815.59 63.00 0.17 39.17 1082203.10 142.44 355378.38 10813 3520
85.22 3538.43 10815.02 3541.38 10814.78 63.00 0.17 39.17 1082203.10 142.44 355378.38 10808 3540
85.26 3538.95 10814.99 3540.92 10815.09 63.00 0.17 39.17 1082203.10 142.44 355378.38 10815 3520
85.30 3539.21 10815.02 3538.64 10815.27 63.00 0.17 39.17 1082203.10 142.44 355378.38 10817 3519
85.34 3539.02 10815.06 3536.90 10815.14 63.00 0.17 39.17 1082203.10 142.44 355378.38 10816 3520
85.38 3538.65 10815.06 3537.19 10814.93 63.00 0.17 39.17 1082203.10 142.44 355378.38 10815 3519
85.42 3538.48 10815.05 3539.52 10815.22 63.00 0.17 39.17 1082203.10 142.44 355378.38 10816 3540
85.46 3538.67 10815.04 3539.31 10814.19 63.00 0.17 39.17 1082203.10 142.44 355378.38 10806 3519
85.50 3538.70 10814.87 3537.34 10813.93 63.00 0.17 39.17 1082203.10 142.44 355378.38 10809 3519
85.54 3538.47 10814.69 3537.85 10813.93 63.00 0.17 39.17 1082203.10 142.44 355378.38 10813 3540
85.59 3538.27 10814.56 3535.96 10814.12 63.00 0.17 39.17 1082203.10 142.44 355378.38 10814 3499
85.63 3537.86 10814.48 3536.43 10814.09 63.00 0.17 39.17 1082203.10 142.44 355378.38 10813 3519
85.67 3537.71 10814.42 3538.80 10814.36 63.00 0.17 39.17 1082203.10 142.44 355378.38 10816 3539
85.71 3537.83 10814.36 3537.03 10813.37 63.00 0.17 39.17 1082203.10 142.44 355378.38 10803 3520
85.75 3537.51 10814.07 3533.41 10810.97 63.00 0.17 39.17 1082203.10 142.44 355378.38 10814 3499
85.79 3536.72 10813.52 3532.66 10811.45 63.00 0.17 39.17 1082203.10 142.44 355378.38 10813 3520
85.83 3536.02 10813.04 3533.75 10809.33 63.00 0.17 39.17 1082203.10 142.44 355378.38 10788 3519
85.87 3535.65 10812.39 3534.74 10810.13 63.00 0.17 39.17 1082203.10 142.44 355378.38 10814 3520
85.91 3535.51 10811.97 3535.44 10809.98 63.00 0.17 39.17 1082203.10 142.44 355378.38 10807 3519
85.96 3535.45 10811.63 3534.31 10810.63 63.00 0.17 39.17 1082203.10 142.44 355378.38 10811 3520
86.00 3535.27 10811.36 3535.09 10808.90 63.00 0.17 39.17 1082203.10 142.44 355378.38 10811 3519
86.04 3535.28 10810.97 3536.02 10810.15 63.00 0.17 39.17 1082203.10 142.44 355378.38 10816 3540
86.08 3535.36 10810.72 3534.68 10808.09 63.00 0.17 39.17 1082203.10 142.44 355378.38 10787 3519
86.12 3535.18 10810.30 3533.50 10809.41 63.00 0.17 39.17 1082203.10 142.44 355378.38 10815 3519
86.16 3535.01 10810.13 3536.53 10809.38 63.00 0.17 39.17 1082203.10 142.44 355378.38 10805 3540
86.20 3535.40 10810.01 3538.89 10809.84 63.00 0.17 39.17 1082203.10 142.44 355378.38 10817 3539
86.24 3536.04 10809.97 3538.80 10809.52 63.00 0.17 39.17 1082203.10 142.44 355378.38 10811 3519
86.29 3536.46 10809.91 3536.84 10810.17 63.00 0.17 39.17 1082203.10 142.44 355378.38 10812 3519
86.33 3536.55 10809.96 3537.44 10810.16 63.00 0.17 39.17 1082203.10 142.44 355378.38 10812 3540
86.37 3536.64 10809.96 3535.74 10809.35 63.00 0.17 39.17 1082203.10 142.44 355378.38 10813 3519
86.41 3536.50 10809.88 3536.35 10810.12 63.00 0.17 39.17 1082203.10 142.44 355378.38 10812 3520
86.45 3536.49 10809.87 3536.74 10808.88 63.00 0.17 39.17 1082203.10 142.44 355378.38 10796 3519
86.49 3536.55 10809.69 3537.06 10809.02 63.00 0.17 39.17 1082203.10 142.44 355378.38 10812 3519
86.53 3536.57 10809.55 3535.52 10808.70 63.00 0.17 39.17 1082203.10 142.44 355378.38 10804 3519
86.57 3536.32 10809.41 3534.37 10808.99 63.00 0.17 39.17 1082203.10 142.44 355378.38 10806 3520
86.61 3536.17 10809.30 3538.74 10808.46 63.00 0.17 39.17 1082203.10 142.44 355378.38 10810 3519
86.66 3536.65 10809.16 3538.89 10808.72 63.00 0.17 39.17 1082203.10 142.44 355378.38 10815 3540
86.70 3537.06 10809.09 3538.80 10809.05 63.00 0.17 39.17 1082203.10 142.44 355378.38 10810 3519
